Label,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10
1,-0.023528,-0.0070578,-0.0086106,0.016449,0.0024989,-0.018752,-0.012702,0.011416,-0.0097929,-0.0031536
0,-0.020283,0.011734,0.019683,-0.0048661,0.0043859,0.0016526,-0.032038,-0.015487,-0.015428,-0.012208
1,-0.0055622,-0.0076156,-0.011138,-0.010309,-0.0039028,-0.024417,0.0050801,0.019353,-0.015451,-0.0087696
1,-0.042224,-0.0043283,0.015064,-0.084893,-0.04866,0.028982,0.020077,-0.030184,0.0056242,-0.03965
0,0.011018,-0.0066436,-0.00016122,0.017147,-0.00067052,-0.002064,-0.015412,-0.019772,0.012805,-0.0002412
0,0.0028847,-0.0022035,-0.018802,0.014423,0.00052221,-0.019391,0.011298,0.0093144,0.0070945,0.016829
0,0.0048254,0.0078318,0.005916,9.69e-05,0.0043892,-0.0026606,0.019417,0.019785,-0.010357,0.0062123
0,-0.010947,-0.0083848,-0.002113,0.015173,-0.0031904,-0.034284,0.0078233,-0.0016291,-0.0045508,0.0097744
1,-0.019735,-0.006327,0.00018416,-0.0014918,-0.013771,-0.0032754,0.0045595,0.022257,-0.0042407,-0.013311
0,-0.0053253,0.019708,-0.00040017,0.049451,-0.024682,-0.0055184,0.00089881,-0.013218,0.052191,0.026983
1,-0.0027137,-0.0081855,-0.014558,0.037558,-0.018058,-0.0071925,0.0040249,0.02047,0.0071337,-0.0086533
1,-0.02338,-0.038666,-0.012785,0.0036246,-0.024904,0.0094988,0.040769,0.01534,0.002858,0.0064579
1,-0.0021239,-0.026225,0.019715,-0.017099,-0.02406,0.013812,0.016469,-0.017274,-0.00093087,0.01712
1,-0.0050517,-0.042524,0.026333,0.019165,0.0044153,0.0077906,0.044414,-0.027449,-0.0045764,-0.009525
0,0.018935,-0.0042096,0.0018486,-0.0061908,0.0016988,-0.012932,0.018895,0.023114,-0.028933,0.015803
0,-0.0052008,-0.0073441,-0.033106,-0.008841,0.021319,0.02249,0.013165,0.0071287,0.010336,-0.0086286
1,-0.018642,0.013545,-0.015438,0.038067,-0.0014505,-0.0035346,0.0079418,0.023343,0.026805,0.03542
0,-0.00084551,0.00089708,0.0019945,0.0060264,0.010501,-0.014812,-0.0078893,0.032413,-0.020573,-0.022207
0,0.0097697,0.0060663,0.025162,0.017033,-0.0057603,-0.0047798,-0.0053559,0.0045814,0.03232,-0.018769
0,-0.0071269,0.00019428,0.0013531,0.017735,0.025923,-0.0063125,-0.00092629,-0.0035218,-0.0010481,-0.0044806
0,0.014523,0.0011292,0.019916,0.0015015,-0.010707,0.0064171,0.0041579,0.0049787,-0.015665,0.0099067
1,-0.027856,0.0043114,0.012239,0.0025499,-0.0028065,0.034022,0.0055479,0.0099306,0.0078492,-0.010466
0,-0.0053253,0.019708,-0.00040017,0.049451,-0.024682,-0.0055184,0.00089881,-0.013218,0.052191,0.026983
0,0.029898,-0.0064629,-0.012681,-0.014662,0.013877,0.0044742,0.02221,-0.0008418,0.014373,0.017357
0,0.00034414,0.00077737,-0.030018,-0.0031212,0.0030413,-0.0097791,0.0014548,-0.0012654,0.014767,0.018678
1,0.0062514,-0.016239,0.0092901,-0.014306,0.0057708,-0.019373,0.0010928,0.02733,-0.0021334,-0.018973
0,0.0018166,-0.0025558,-0.010892,-0.0056034,0.0078954,-0.0035005,0.0099439,0.00013557,0.014621,-0.00021469
1,0.0063404,-0.0082393,-0.0066554,-0.011586,-0.0061524,0.020002,0.03342,0.0067218,-0.0184,0.00081936
1,-0.030746,0.004596,-0.019658,0.00097042,0.026692,0.012796,0.0041745,-0.011843,-0.0079181,0.014033
0,-0.025765,0.030153,-0.015986,0.034671,-0.007898,-0.030158,-0.001661,0.0027049,0.026071,-0.019644
0,-0.013833,0.0031285,0.038312,-0.0019218,0.017985,-0.013441,-0.0011856,0.0021763,0.020033,-0.017614
0,0.016733,0.0080792,0.006668,-0.006011,-0.0010023,0.022338,0.0089744,0.014519,-0.01105,0.0056198
0,0.019863,-0.0048207,0.022223,0.019227,-0.0048113,0.012543,-0.016314,-0.011707,-0.015204,0.018939
0,-0.0045366,0.0064002,-0.0089505,0.021007,-0.0021117,-0.0095307,0.014245,-0.0024824,0.017658,0.0040729
1,-0.02448,-0.0046235,-0.011118,0.017703,-0.022742,0.0042751,0.040761,-0.019801,-0.012503,0.00039616
0,0.0030854,-0.0024475,-0.0082483,0.0067448,-0.010491,-0.01069,0.0023789,0.020426,-0.0058342,-0.025639
0,-0.00060022,0.010415,0.0033734,0.027763,0.0067575,-0.021042,0.017346,0.014669,0.0015178,-0.020722
1,-0.00094365,-0.037303,0.015406,0.0038517,-0.015656,0.023225,0.040476,-0.016652,-0.025195,0.0047989
0,-0.030866,0.0095246,0.020925,-0.0031277,0.0074464,0.024253,-0.0032524,-0.0043533,0.011439,0.0017764
1,-0.020877,0.0055023,0.020116,0.0080509,0.029974,0.0047949,-0.00072223,0.027272,-0.027727,-0.047715
1,-0.014368,-0.011864,0.0070812,0.010467,-0.020132,-0.0029973,0.018322,-0.014193,0.032894,-0.011465
0,0.0085415,0.034847,0.04698,-0.0017826,0.002845,0.019706,-0.0084895,0.014015,-0.014487,-0.015618
1,-0.0064126,-0.013366,-0.00013906,-0.0044947,0.0095584,0.02196,0.0048603,0.011231,-0.010529,0.0091007
1,-0.024868,-0.00995,0.021241,0.025523,0.01846,0.0053843,0.0027712,-0.0054621,0.0085162,-0.029571
1,-0.021352,-0.01742,0.018173,0.037741,-0.028917,0.013773,0.050507,-0.036852,-0.051989,-0.0097425
0,-0.013385,-0.014097,0.0068443,-0.0037867,0.029902,-0.010708,0.019079,-0.0044517,0.017365,-0.0087795
1,0.0026759,-0.0045096,0.0066287,0.0023282,-0.02964,-0.0092088,0.015337,0.013903,-0.010557,-0.042961
1,-0.016684,-0.015187,0.014321,0.019729,-0.011603,0.0078609,0.023683,-0.029676,-0.034498,-0.007094
1,-0.009145,-0.003,-0.017362,0.021403,0.0079664,0.01438,0.019953,0.0055521,-0.017473,-0.030167
0,0.01452,-0.0085937,-7e-05,-0.0056208,-0.011001,0.0056698,-0.013703,-0.01248,-0.00040944,-0.010271
0,0.0063455,-0.010378,-0.013969,-0.015108,0.0016785,-0.015905,-0.0093487,0.0010278,-0.024832,-0.0051157
0,0.0074274,0.0060878,0.0094956,-0.00088713,-0.0053686,0.020582,0.0053606,-0.0087006,-0.00094325,0.0061726
1,-0.0034426,-0.0022099,0.0029856,-0.03089,0.0067512,-0.015136,-0.0093426,0.02351,-0.028464,0.004742
0,0.0031742,-0.005475,-0.024151,0.00077498,0.00018493,-0.0081413,-0.0037311,0.0062597,-0.020069,-0.002661
1,-0.015384,-0.0017362,0.02034,0.01455,-0.0012841,0.020419,0.028249,0.0028572,-0.033046,0.0045414
1,-0.031349,-0.0080812,-0.0019027,0.0025772,-0.024943,0.021871,-0.0078251,0.048017,-0.01129,0.013237
1,-0.020388,-0.046544,0.008393,-0.020337,-0.029565,0.013944,0.0087549,-0.017182,-0.010549,0.0042422
1,0.0038902,0.003388,0.0097229,-0.0025262,-0.034585,0.01059,-0.015955,0.008547,-0.016265,-0.016796
0,-0.0059505,0.0045683,0.027132,-0.0054854,0.039703,0.0030024,0.0084201,-0.0019005,-0.003849,0.0039644
0,0.0087811,0.010836,0.033695,0.015064,0.0098218,0.00036865,0.0094809,-0.010665,0.0093518,0.0035142
0,-0.0040589,-0.0070026,-0.0018507,-0.0050847,0.0053861,-0.0086364,-0.003956,-0.0033365,0.0062242,0.011595
1,-0.045836,-0.023973,-0.0058154,-0.036185,-0.019756,0.0019237,-0.034039,0.023008,0.0034265,0.017695
1,-0.021674,-0.036001,-0.0046003,-0.0076422,-0.004501,0.015722,-0.0096358,0.013083,0.038686,0.0078769
1,-0.04764,-0.0040329,-0.033144,-0.023594,-0.030006,0.0074785,-0.04099,0.018802,0.022257,0.012533
0,-0.0041458,0.0029005,0.029343,-0.0057527,0.00722,0.010825,0.016344,-0.0039925,0.010861,0.021868
1,-0.02608,-0.036011,0.016913,-0.007748,-0.021189,0.033156,-0.00073892,0.025781,0.0080967,0.032831
0,-0.033142,0.024391,-0.00078405,0.016803,-0.0017627,-0.011614,-0.0019352,0.012307,0.017044,-0.015028
0,0.0098826,-0.0092899,-0.01497,0.0046048,0.0082111,0.0064756,-0.020279,-0.0036574,-0.020561,-0.0036671
1,-0.0052475,-0.012354,-0.0079069,0.0081532,0.0025892,-0.0056092,0.015849,-0.0087314,0.0070454,-0.016703
1,-0.032902,-0.024635,-0.014556,0.061301,-0.0075586,0.030877,0.06507,-0.055358,-0.060806,-0.036475
1,-0.032454,-0.023995,0.0059004,-0.015951,-0.045763,0.021897,0.028409,-0.021306,0.0061459,-0.029829
0,-0.0052272,0.014259,-0.0031789,0.011506,0.0021091,0.01373,0.020807,0.01876,0.0045876,-0.0011908
0,0.0056792,-0.0016106,0.0059778,0.0085709,-0.0050797,-0.01753,0.015442,0.022526,-0.0088777,-0.013837
1,-0.01905,-0.044045,-0.00056106,-0.0050416,-0.013641,0.0075389,-0.012387,0.024171,0.036693,0.0076624
1,-0.017998,-0.030503,0.028379,0.054876,-0.016377,0.027425,-0.012276,0.048827,-0.0042683,0.017552
0,-0.0046818,-0.0020042,-0.0020165,0.00010649,0.0059406,-0.0061905,0.00024727,0.01697,0.00060996,-0.020171
1,-0.04693,-0.0012267,-0.0045084,-0.010983,-0.0056755,-0.0050849,0.00046088,-0.015811,0.01204,-0.0092819
0,-0.00027715,0.010743,-0.0045283,-0.010234,0.014911,0.016466,0.0095198,0.00065959,0.0090521,0.015863
0,-0.028908,0.010793,0.013117,-0.010299,0.0055515,0.028754,-0.0044878,0.0064868,0.015936,0.0015373
1,-0.034942,0.0025184,0.032057,0.014388,0.0094071,0.034797,0.0067989,-0.0075358,-0.029969,0.018785
0,-0.0080658,-0.0043399,0.001075,-0.0062335,-0.00098359,-0.01824,0.0052415,0.0068411,-0.01941,0.0081931
1,-0.005192,-0.017896,-0.0028758,-0.0036982,-0.019942,0.0088893,0.011028,0.00035003,-0.0030373,-0.0027893
1,-0.038939,-0.02127,-0.010722,0.019987,0.0049594,0.012273,-0.0077049,-0.0041104,0.010937,0.0083014
1,-0.018145,0.017881,-0.015185,0.0074406,-0.0070365,0.012186,-0.00075756,-0.00025291,-0.0030621,-0.0091922
1,-0.0046372,0.0048471,-0.011781,0.014777,0.0005884,0.016746,0.0056409,0.00043081,-0.010525,-0.040507
1,0.010748,-0.0061123,0.0050531,-0.00029393,-0.012617,0.025393,0.024858,0.0059835,-0.012432,-0.013968
