Label,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10
0,0.014566,0.010781,-0.0077054,-0.0011829,-0.0278,-0.0026895,-0.011394,-0.010951,-0.0086634,-0.01514
1,-0.033171,0.0079195,-0.024376,-0.059252,-0.065261,-0.018975,0.036643,-0.05061,-0.0068687,0.013285
0,0.0063897,0.010778,0.024582,0.008006,-0.025482,0.0021361,-0.0012448,-0.00040436,-0.0084492,0.00785
0,-0.0012285,0.002135,0.020881,-0.0033257,0.016967,-0.0070696,0.017729,0.0016789,0.015833,0.027936
1,-0.0048878,-0.057254,0.00017051,0.030959,-0.030033,0.016802,-0.024657,0.055847,0.01355,0.022205
0,0.0064431,0.002395,0.0044683,-0.0020862,-0.0022661,-0.0035755,-0.0020664,0.00881,-0.012641,-0.0057933
1,-0.02302,0.010333,-0.008916,0.024047,-0.058627,0.02682,0.038987,-0.022399,-0.019325,0.0093061
0,-0.0072154,0.0046967,0.018189,0.030502,-0.017878,-0.010858,0.012345,-0.022848,0.0064252,0.022769
1,-0.037165,0.0018862,-0.0213,-0.019674,-0.033886,0.035755,-0.0053906,0.059046,0.0097458,0.024914
0,0.021764,-0.00136,0.0081562,0.0043629,0.0013664,-0.0059661,0.0066433,0.012831,0.008948,-0.0037292
1,-0.015706,-0.024512,-0.0045883,0.0017581,-0.020611,0.0020701,0.010751,0.00029277,-0.015443,-0.019367
0,0.0056792,-0.0016106,0.0059778,0.0085709,-0.0050797,-0.01753,0.015442,0.022526,-0.0088777,-0.013837
0,0.0069329,0.015813,-0.0075023,-0.0017081,-0.015972,-0.010538,0.010053,0.0058761,-0.00095139,0.0087119
0,-0.031522,-0.0029884,-0.0015264,0.015749,0.032713,-0.003715,-0.013327,-0.032845,0.013187,0.012108
0,0.011732,0.0011195,0.0057833,0.016048,-0.0025235,-0.021103,0.025092,0.0070831,-0.010486,-0.0022436
0,-0.0095541,0.0056879,0.0020988,0.015217,0.0061987,0.024901,0.0037873,-0.019468,-0.010502,0.0025661
1,-0.018851,0.015083,0.0035296,-0.0030031,-0.033572,0.020145,0.02984,-0.016413,-0.013018,-0.011901
0,0.01409,0.0049361,0.011801,-0.0012854,-0.01824,-0.0030008,0.00059271,-0.0061137,0.0038908,0.012469
0,0.0063826,0.022018,0.011878,0.0072299,0.012351,0.017053,-0.0028703,-0.0053757,0.025264,-0.026772
0,0.01942,0.0024678,0.016519,0.009793,-0.010934,0.013621,-0.017544,0.0051429,-0.019398,0.028424
0,0.012266,0.0096212,0.0052831,-0.00069449,-0.01083,-0.015465,0.010305,0.0082582,0.0021703,0.00033562
1,-0.022492,0.0051428,-0.019874,0.016478,-0.021852,0.027478,-0.0015011,-0.0025632,-0.023165,-0.048565
0,0.030105,-0.0019282,-0.0055405,0.0042247,-0.013013,0.018755,0.013909,0.017227,-0.020707,0.02722
1,-0.03577,0.0050454,0.0049197,0.005658,-0.0061746,0.0046677,-0.0056262,-0.0076347,-0.035428,0.0036149
0,-0.020441,0.0040835,0.014044,0.0007799,0.0085205,-0.0041166,-0.001461,-0.010529,0.031766,0.017621
0,0.014566,0.010781,-0.0077054,-0.0011829,-0.0278,-0.0026895,-0.011394,-0.010951,-0.0086634,-0.01514
0,0.0075862,0.0089427,0.021292,0.0056773,-0.021827,-0.0090613,0.016384,-0.0085178,-0.012361,-0.00098443
1,-0.028878,-0.012908,-0.010896,-0.019763,-0.028123,0.028133,0.032359,0.0090852,0.0029077,-0.0015586
0,-0.0019201,-0.016111,-0.0298,-0.01449,0.012015,0.012075,0.0048835,-0.0051507,0.0042285,-0.0083232
1,-0.015527,-0.039649,0.0001023,-0.003388,-0.0085227,0.0079778,-0.0048236,0.019289,0.021044,0.015095
0,0.017549,0.0015116,-0.0017227,-0.0148,-0.0052843,0.035237,-0.0065832,0.0079318,-0.0074727,0.010474
1,-0.055069,-0.026539,-0.015752,-0.016011,-0.026787,0.026776,0.021161,0.0037879,-0.0030946,-0.0050348
1,-0.0023881,0.0052977,0.029307,0.0069842,-0.022124,0.019081,0.0020977,0.044681,0.0039187,0.021018
1,-0.019535,-0.0022536,0.0063475,0.030384,-0.024743,0.010731,-0.003704,-0.035151,0.0066731,0.0031768
1,0.0097739,-0.016764,0.021615,-0.012859,-0.024752,0.015839,0.013137,-0.020175,0.0085613,0.023537
0,-0.015662,0.013412,0.013049,0.018005,0.0037721,0.0050334,-0.0092859,-0.023037,0.016951,0.0079126
1,-0.0269,-0.0071355,0.0058364,0.016212,-0.026619,0.018752,0.002633,0.0079164,-0.01938,-0.0096896
0,-0.00095842,0.0047187,-0.0090529,-0.00049322,-0.0044206,-0.020725,-0.015205,0.0041007,0.0057345,-0.0092903
0,0.0019673,-0.0011763,0.01189,-0.003835,-0.0012343,-0.011082,-0.0015958,-0.0029249,0.0018643,0.0062303
1,-0.029388,0.012347,-0.01172,0.012162,0.0023665,0.016834,-0.0098291,0.019056,0.004525,0.026235
0,0.0039995,-0.0007814,0.014171,0.022525,0.008759,-0.021781,0.024613,0.0076005,0.011429,0.0035563
0,-0.0084031,-0.00089532,0.0022538,0.0069898,0.0043336,-0.013357,0.0061458,-0.0022677,0.0012606,0.011155
0,-0.0012704,0.025268,-0.020947,-0.00061616,-0.016754,-0.020211,-0.0013348,0.0042852,-0.023979,0.01408
1,-0.034798,-0.0059151,-0.028849,0.012429,-0.0084227,0.035128,0.0011169,0.065025,-0.0055919,0.014153
0,0.004249,0.0068813,0.0020393,-0.012813,0.0021451,0.0019397,0.0026285,0.017476,-0.0057223,0.0014272
1,-0.03313,-0.018686,0.0034937,-0.020603,-0.043359,0.030118,0.029081,-0.021428,0.0063399,0.019526
0,0.018028,0.023048,-0.0052186,0.0084437,-0.028529,-0.0011149,1.53e-05,0.01337,-0.0029755,0.018616
0,0.012376,0.008994,-0.010014,0.0061048,-0.0075467,-0.006538,-0.012588,-0.0074534,-0.00558,-0.0074448
1,-0.0062261,-0.033383,0.0071082,0.041592,0.0059572,7.19e-06,-0.0097557,0.032746,0.021932,0.014229
1,-0.014255,-0.0025167,0.0050922,0.029011,0.0033631,0.037189,0.05101,-0.013365,-0.022347,-0.034822
0,-0.0022981,-0.009509,-0.00023551,-0.010896,0.012882,-0.018731,-0.002308,0.0036156,-0.0062162,-0.011768
1,-0.007651,-0.016925,-0.002711,0.014829,-0.011026,0.017434,0.029793,-0.0024823,0.0021678,-0.013716
1,-0.011632,-0.0060411,0.0022017,-0.013124,-0.007034,-0.0084007,0.0068278,0.021422,-0.0021658,-0.0052514
1,-0.019699,0.018492,-0.012158,0.0026403,-0.010932,0.0049843,-0.0032253,-0.0038765,-0.013009,-0.017437
1,-0.015788,-0.013806,0.0087328,0.012332,-0.0091313,-0.0062129,-0.0074961,-0.014447,-0.0091222,-0.004475
1,-0.0022259,-0.014998,-0.018128,-0.0080181,0.0085269,0.0069576,-0.0079673,0.0070198,-0.018912,-0.016515
1,0.0087362,0.02997,-0.0085592,0.0085774,-0.0054744,-0.0043795,0.021261,0.028325,0.0049256,0.022993
0,0.022716,-0.0036864,-0.0049253,0.0097776,0.0075579,0.014496,0.012683,0.018418,-0.0010576,0.012731
0,-0.018031,-0.0028679,0.0041443,0.001963,0.016784,0.0053069,-0.022589,-0.0061484,-0.017561,-0.0070994
0,0.0075562,0.0080529,-0.0037052,-0.011677,-0.015029,0.0033115,-0.0032136,0.0053654,-0.029339,0.022561
1,-0.017413,0.017552,-0.004746,0.026346,-0.0049789,0.029575,-0.02135,-0.0033083,-0.035876,-0.020646
0,0.0018528,0.020325,0.014456,-0.0018629,-0.01012,-0.0061115,0.021102,-0.0072914,-0.0022482,-0.0095697
1,0.0041811,0.012157,-0.0062393,0.0047708,-0.026592,0.022339,0.029328,-0.0077621,-0.0055109,0.016839
0,0.0075285,-0.0061927,0.0039854,-0.0064608,0.0031028,0.0098866,0.0071914,-0.0040788,-0.0065298,-0.0046037
1,-0.013171,-0.024791,0.0030521,-0.0075879,-0.032707,0.032115,0.0055084,0.010399,0.037438,0.0075383
0,-0.0091325,-0.0033571,-0.002069,-0.034082,0.017564,-0.024244,0.011674,0.012598,0.0056312,-0.0076026
1,-0.0083035,-0.0019371,-0.013093,0.050046,-0.021459,0.045819,0.0061725,0.028752,0.0012564,-0.031105
0,-0.011955,0.010009,-0.017568,-0.00095035,-0.0057199,0.015047,-0.012778,-0.017516,0.022066,0.0029253
0,-0.0071697,0.0044809,0.00419,-0.0064388,0.0075988,-0.0036134,0.011853,0.014405,-0.019858,0.0023095
1,-0.020461,0.00051598,0.012198,0.021289,-0.0019186,0.00011621,0.019083,-0.0043782,-0.0029392,0.0031343
1,-0.020702,0.0049465,-0.025479,0.0040157,0.011725,0.012016,0.001006,0.016153,-0.044337,-0.016031
0,0.0081978,-0.014398,0.011627,-0.0020679,0.010384,0.0079926,0.0060333,0.01105,-0.019703,-0.0044963
0,-0.0095996,0.019112,0.01026,0.0040243,-0.0041373,-0.038283,0.0023838,0.0042119,-0.015118,-0.0045172
1,-0.019315,-0.022835,-0.023189,0.017033,-0.005832,0.032851,0.0080257,0.0096966,0.04118,0.018668
0,0.0083496,-0.005646,0.0024768,0.0008604,0.0035802,0.0019487,-0.03099,-0.0095468,-0.024241,-0.011015
1,-0.023012,0.00054151,0.010828,0.0047607,0.00030416,-0.0041687,-0.0050194,-0.016146,-0.0012567,0.014853
0,0.008813,0.010419,0.043273,-0.012113,-0.011204,0.00065599,-0.005944,0.0075554,-0.04759,0.013972
0,0.0085198,0.0040228,0.014729,0.024088,0.0027783,-0.0050891,0.0076228,0.0065097,-0.007611,0.033553
1,-0.0073768,0.01177,-0.0030261,0.035123,0.0018221,-0.002402,0.0096322,0.01865,-0.018032,0.0017882
1,-0.0061735,-0.059152,-0.0020815,0.029054,-0.023488,0.017313,-0.024629,0.056042,0.012126,0.014145
0,0.0047252,0.0034833,0.01701,-0.0068041,0.0028077,0.0095094,-0.0098382,-0.00053727,-0.013183,-0.016778
1,-0.03922,0.0028182,-0.0038369,-0.0055653,0.0019014,-0.00022987,0.0045087,-0.024302,0.025474,-0.010925
0,0.020676,0.0007823,-0.00014668,-0.0011716,-0.035549,0.018237,-0.018732,-0.035403,0.013541,0.0090074
1,-0.016322,-0.0095018,-0.0070378,-0.022013,-0.02426,0.010714,-0.0045641,-0.020309,0.0061137,-0.033285
1,-0.017754,-0.0057578,-0.027034,0.0075914,-0.0062225,0.023645,0.0093248,0.051517,-0.012901,0.0089755
1,-0.0066486,0.0099456,-0.00086295,0.020253,-0.038614,0.016224,0.020563,-0.028348,-0.014831,0.011982
1,-0.018329,0.0012432,0.0013517,-0.02723,-0.016752,0.018302,0.025729,-0.002742,0.0061785,-0.019562
1,-0.021816,0.00922,0.01072,0.017843,-0.0071787,0.020855,0.0091896,0.0080197,-0.019586,-0.017447
1,-0.0031749,0.0084253,0.027263,-0.0053998,-0.018085,0.022001,0.0035571,0.051449,0.0082273,0.026319
1,-0.036357,-0.015713,-0.0074725,-0.029893,-0.024306,0.027299,0.020285,-0.0048839,-0.0033523,-0.0012813
0,0.018771,0.0055461,0.005544,0.0061707,-0.0098691,-0.014809,0.0024974,-0.0064868,0.007016,-0.0046089
1,-0.038044,-0.029314,-0.0036916,0.045413,-0.034703,0.016111,5.86e-05,0.040234,-0.0059988,0.0036874
1,0.0024692,0.0068538,0.0084305,-0.017778,-0.030687,0.022222,0.031765,-0.0088957,0.018739,-0.0049243
0,0.014101,-0.002442,-0.021317,0.0078813,0.0044184,0.01176,-0.0057318,-0.003309,-0.0072361,0.00393
0,0.01527,-0.0079275,0.003702,0.012607,0.016216,-0.015351,0.012817,0.0077437,0.0097603,0.012081
1,-0.010081,0.0094417,-0.012362,-0.016477,-0.028808,-0.016863,0.00083166,0.012193,0.00049089,0.009284
1,-0.0019587,-0.016258,-0.011842,-0.002496,0.011793,0.030895,0.0038168,0.010841,0.019704,-0.021576
1,-0.025082,-0.029631,-0.0041612,-0.012784,-0.030915,0.025042,0.0017851,0.011999,0.019284,0.027336
1,-0.012446,-0.017657,-0.004705,-0.0011797,-0.012366,0.025201,0.0057711,0.0092175,0.003149,-0.0085909
1,0.0063537,-0.028303,0.0092979,-0.000669,-0.016081,0.02363,0.038421,-0.012673,-0.017479,0.0070816
1,-0.03418,0.026822,-0.03211,-0.0011629,-0.035621,0.011224,-0.0043218,-0.012825,-0.029322,-0.0216
1,-0.039575,0.011942,0.0083721,0.010658,-0.0009075,0.026806,-0.006945,-0.011364,0.019782,-0.0060479
0,0.013543,-0.0029137,0.00091367,0.00084188,-0.0062557,0.0076496,-0.0016411,0.0099362,-0.015546,-0.0056773
0,0.0021275,0.0062603,-0.019915,0.0078108,-0.022663,-0.0071481,-0.0027275,-0.00099985,0.004257,0.018737
1,-0.010578,-0.034543,0.0058786,-0.0011005,-0.040062,0.019881,0.00033593,0.016117,0.018583,-0.000164
0,0.016947,-0.0024727,-0.0147,-0.021129,-0.0042199,0.012789,0.00022894,0.012136,-0.0060145,0.0042276
1,-0.070844,-0.011306,0.023644,-0.091869,-0.062971,0.042702,0.023835,-0.025108,0.0016291,-0.0484
0,-0.0051349,0.0039237,0.0071836,0.019232,-0.0009095,-0.0061248,6.25e-05,0.01015,-0.011104,-0.011282
0,-0.0013568,0.0084743,0.015832,0.010336,0.012868,0.0049059,0.0092887,0.01028,0.0052196,-0.0026092
0,-2.15e-05,0.011519,0.010786,-0.0035548,0.0041886,-0.016071,0.00037569,0.0062568,-0.0039506,0.0056641
0,0.0048364,0.0098792,0.0011225,0.00028094,-0.0032471,0.016829,0.012195,0.021913,-0.014111,-0.0010704
1,-0.021724,-0.014818,0.022575,-0.048003,-0.039319,0.037392,1.37e-06,-0.023818,0.010313,-0.0044372
1,-0.038096,-0.034578,0.0032559,0.048105,-0.023641,0.015889,-0.016943,0.0023526,0.0058768,0.014102
0,0.026389,-0.0071278,-0.028644,-0.0039828,-0.013696,0.012972,0.0038479,0.0074951,-0.0075468,-0.0059439
1,-0.0026016,0.0093395,-0.01144,-0.0033169,-0.021494,-0.0042377,0.015103,-0.00011877,0.013937,-0.004417
0,0.00095101,-0.0021682,0.012574,0.021643,0.0069659,-0.023277,0.012323,-0.0037426,0.012873,-0.0037265
0,-0.0018781,-0.009178,0.010975,-0.00026891,0.0092498,-0.017292,0.028504,0.0028065,0.017236,-0.0087595
0,0.012618,-0.0031127,0.016997,-0.00092227,0.013286,0.010717,0.015102,-0.007269,0.025769,0.024654
0,0.023034,0.0031122,-0.0066971,-0.017842,0.013905,0.014879,0.012292,0.010376,0.00414,0.018178
0,0.011231,0.0045761,0.0050047,-0.0096479,0.012064,0.0011325,0.011569,0.0028051,0.0022009,-0.0014052
0,-0.0065395,-0.0037005,-0.00068363,0.0020247,-0.0057845,0.015719,-0.026967,-0.016621,-0.01474,0.0047707
1,-0.015032,-0.02789,-0.020604,0.007429,-0.010731,0.023374,0.029546,0.0095082,0.027638,0.0061916
1,-0.043199,-0.018288,0.004589,-0.048106,-0.024204,0.017013,-0.019282,0.036254,0.032631,0.040752
0,-0.00099274,0.011865,0.0096827,-0.008614,0.00063107,0.015056,-0.0026885,0.0095468,-0.022968,0.013445
0,-0.0052541,0.0052679,0.011773,0.0078607,0.023891,0.0078899,-0.013363,-0.015055,-0.014163,-0.010134
1,-0.021648,-0.025141,0.011738,-0.044794,-0.0017705,0.005483,0.028757,-0.0063694,0.025609,-0.032282
1,-0.019374,-0.017046,0.014436,0.029498,-0.024228,0.01369,0.034995,-0.044898,-0.039831,-0.022994
0,0.0079273,-0.032721,-0.0031799,-0.029537,-0.00060079,-0.017298,-0.012055,0.012641,-0.025318,-0.023358
1,-0.0045167,-0.0042927,0.0025826,0.013854,-0.011053,0.021011,-0.0061145,0.0079593,-0.0027944,0.0035391
1,-0.040888,0.010462,0.0026858,0.01326,0.013502,0.029244,0.012405,0.0032245,0.010721,0.015509
1,-0.017628,0.0056088,-0.00017952,-0.0033415,-0.0066977,-0.0019165,0.0019286,0.0034258,-0.026535,0.0085349
1,-0.00205,0.0074027,-0.018706,-0.0032789,-0.034616,-0.0050039,0.02404,0.011294,0.00047653,-0.008219
1,-0.024494,-0.0057136,-0.016971,-0.019421,-0.029285,0.023182,0.0034386,-0.029968,0.0053424,-0.00917
0,-0.018958,-0.015312,0.012815,0.010718,0.025893,-0.018551,0.0036453,-0.0090088,0.026755,-0.030574
1,0.0016393,-0.020261,0.017634,0.02065,-0.014779,0.0048049,0.052504,-0.034831,-0.033487,-0.038989
0,-0.0024265,0.0051281,0.0098321,-0.011774,-0.00065674,0.0068448,-0.0056563,-0.011334,-0.0048882,0.0080605
0,-0.0052379,-0.01152,-0.013994,0.00079107,0.026049,0.011039,0.0073443,-0.00010304,-0.010329,-0.019281
1,-0.031584,0.029036,-0.017691,-0.018239,-0.014523,0.0093662,0.031332,0.0011998,-0.022199,-0.0050038
1,0.00032567,-0.039441,0.012866,0.02538,-0.0096153,0.013253,0.030348,-0.022025,0.020769,0.0090515
1,-0.023435,-0.062456,0.016973,-0.022754,-0.021663,0.015369,-0.010874,0.041236,0.063223,0.047695
1,-0.0074581,0.010654,-0.0071154,0.0097103,-0.0076502,-0.0045178,-0.001572,0.013559,-0.026651,-0.016698
1,-0.014664,-0.012958,0.0086578,-0.0033818,-0.014371,0.029156,0.010647,-0.0067067,-0.007504,0.011958
0,0.018028,0.023048,-0.0052186,0.0084437,-0.028529,-0.0011149,1.53e-05,0.01337,-0.0029755,0.018616
1,-0.001962,-0.048508,0.017716,0.020194,0.0028483,0.0072401,-0.03065,0.027955,0.0054664,0.019126
1,-0.039998,-0.026535,-0.0041294,-0.025988,-0.021542,-8.89e-05,-0.040265,0.023036,0.004097,0.022794
0,0.0017339,-0.0023206,-0.0098014,0.0076423,0.0034504,-0.017907,-0.012213,-0.0010012,-0.012068,-0.0017774
0,0.0011765,-0.0092548,-0.00087098,0.0030463,-0.0033972,0.018691,0.0060561,-0.013441,0.017657,-0.018617
1,-0.016728,-0.0087726,-0.011282,-0.0030932,-0.0080274,-0.021869,0.00024548,0.014783,-0.012413,-0.016169
1,-0.022566,-0.0056139,-0.0029337,-0.0031309,-0.00061868,-0.0066006,0.02468,-0.010646,-0.016947,-0.010197
0,-0.0034352,-0.0092256,0.0045792,-0.017154,0.0060029,-0.016518,-0.0027297,0.0048616,-0.00044117,-0.012651
1,-0.009073,-0.023566,-0.026813,0.010378,-0.0039335,0.022242,0.016119,0.011109,0.02201,0.01329
0,0.01043,-0.008077,0.01641,0.00030225,0.016166,-0.010767,0.0074358,-0.0078393,0.00064271,-0.012882
1,-0.028831,0.018974,-0.021616,0.023774,-0.023598,0.020335,0.02823,0.0073578,-0.040693,-0.049747
1,-0.019461,0.016825,0.005058,-0.024827,0.0079442,0.0099275,0.016177,0.017096,0.013449,-0.012068
1,-0.026088,-0.0093007,0.0078251,0.033527,-0.032913,0.024502,0.056945,-0.0063666,-0.0079767,0.010817
0,0.0053708,-0.010818,-0.025523,0.0052916,0.018454,0.012788,-0.0078118,-0.011455,-0.012531,0.0029924
1,-0.014411,0.0056684,0.02673,-0.0065187,0.0027069,-0.0010246,-0.027404,0.031564,0.013154,0.023357
1,-0.018103,0.022016,-0.0060925,0.011102,0.0073336,0.025948,-0.014001,0.034735,-0.011557,-0.00081529
0,0.0044856,0.0076262,-0.017071,-0.0050087,-0.011129,0.0097625,-0.021751,-0.011183,-0.0088938,-0.015471
0,0.003761,0.016696,0.038446,0.0063609,-0.002726,-0.0082776,3.59e-05,-0.015991,0.00021539,-0.029634
1,0.0069032,-0.025917,-0.015384,0.029807,0.008524,-0.023307,0.0051929,0.019039,0.00080547,-0.033584
0,0.01375,-0.012,-0.013342,-0.011225,0.0051989,0.012012,0.0076744,0.013735,-0.020685,0.0090717
0,-0.0095281,0.0037325,0.0014768,0.0042281,0.0057809,0.0054935,-0.00055587,0.0043718,-0.0046935,-0.0019827
1,-0.0044804,-0.0056654,-0.0062455,-0.0043841,-0.021372,0.022336,-0.0067667,-0.002769,0.014758,-0.024132
0,-0.0062935,0.01249,0.013974,-0.0042114,0.013925,0.016073,-0.0048347,-0.0022409,-0.00068332,-0.005771
0,-0.003536,-0.0055128,0.023532,0.0053624,0.014283,-0.010014,-0.010743,-0.0024031,-0.021136,0.014004
1,-0.0098885,0.016708,-0.014991,0.0095151,-0.004617,0.0088408,0.0086711,0.0031503,-0.010082,-0.0046782
1,-0.00085458,-0.052194,0.023219,-0.001397,-0.0097686,0.028953,0.035259,-0.0042348,0.039823,-0.0073688
1,0.0010382,-0.002121,-0.016303,-0.018033,-0.0030633,-0.0010046,0.006771,0.02151,0.0040526,0.0040748
1,0.0092237,0.024704,0.025885,0.017184,-0.027812,0.024451,-0.021737,-0.0027479,-0.0025576,-0.0051094
1,-0.031034,-0.014156,0.0066812,-0.075245,-0.053935,-0.0051534,-0.003619,0.017644,0.019014,-0.0099629
0,-0.0059927,0.00099224,-0.0017384,-0.0018042,0.0072701,0.013271,-0.0097362,0.0060654,-0.0087931,-0.01296
0,0.0026967,0.012121,0.013411,0.033724,-0.0068489,-0.019649,0.010769,0.00507,0.0039916,0.00019579
0,-0.0060207,-0.0053882,-0.01299,-0.00091482,0.0094473,0.0050737,-0.011958,-0.001,-0.012908,-0.010409
1,-0.03119,-0.011613,-0.0020858,-0.0021964,-0.011203,0.015239,-0.008983,0.03169,-0.011931,0.0060211
1,-0.010765,0.0078113,-0.018656,0.033636,-0.012697,-0.0055306,0.019254,0.018832,0.0066997,0.0004894
0,0.0038265,0.0081177,-0.0084102,-0.0056104,-0.0022606,-0.004429,0.0029973,0.011238,0.0013912,0.010748
0,-0.011118,0.0035929,0.037848,0.014489,0.0040989,-0.0083339,-0.0038735,-0.0072774,0.018426,0.01439
0,0.0054019,-0.0087751,-0.0054188,0.018396,0.0027643,-0.0015324,-0.017616,-0.0054992,-0.024538,0.018701
0,0.0046807,-0.0023758,0.0067562,-0.0024189,0.015811,0.0087074,-0.013285,-0.0018747,0.0098457,-0.01661
0,0.02222,-0.0011096,-0.0038507,-0.0080941,-0.022577,0.0083828,-0.0079267,-0.016219,0.017113,0.0050823
1,-0.0044378,0.0093614,0.028887,0.0062525,-0.031907,0.031604,0.0072083,0.058104,0.010449,0.027796
1,-0.0021866,-0.031496,-0.020619,0.023838,-0.0052684,0.026524,0.031338,0.0094122,0.00090498,-0.011158
0,0.012356,0.016265,0.022062,-0.0082044,-0.011161,0.0066994,0.013927,0.016604,0.0011773,0.0062038
0,0.0092215,-0.00070809,-0.015414,0.0016404,0.013258,0.011771,0.019352,0.022831,-0.005302,-0.020534
1,-0.023305,0.016167,0.016268,-0.019199,-0.014865,-0.0031734,-0.045379,0.060845,0.027589,0.014975
1,-0.027367,0.012853,0.0046847,-0.0012589,-0.020553,0.0099612,-0.011732,0.027778,0.014454,0.0024556
0,-0.012889,0.0063048,0.02295,0.014867,0.0030432,-0.0028086,0.0017638,0.009521,-0.020715,0.0016522
1,-0.023224,-0.023404,0.0024425,-0.017197,-0.04713,0.020326,0.030382,-0.011253,0.016927,-0.031191
0,0.01197,0.010212,-0.0016841,-0.0018228,0.012492,-0.0011082,0.0091437,-0.0020704,0.022638,-0.012793
0,-0.0037584,0.010087,0.0014728,0.0015057,0.0054419,0.010002,0.019378,0.018918,-0.0071452,-0.027123
1,0.0069112,-0.015539,0.012474,-0.0055033,5.6e-05,-0.016689,-0.0019917,0.024543,0.0043824,-0.02116
0,0.0025123,-0.0057175,-0.0029103,0.0028698,0.011088,-0.015518,0.0046286,-0.0011121,0.016286,-0.0046445
1,-0.011116,-0.011154,-0.024317,0.01242,-0.018989,0.0086409,-0.041226,0.036259,-0.019032,-0.0078009
1,-0.024541,-0.02812,-0.00059979,0.043706,-0.032582,0.011471,-0.022335,0.059235,0.024509,0.011652
1,-0.028883,-0.029338,0.021853,0.057146,-0.018036,0.02209,0.028514,-0.01965,-0.022057,-0.029303
0,-0.026014,-0.0013393,-0.012226,-0.0089649,-0.0095428,0.0026611,-0.010029,-0.0093832,0.0064421,0.019864
1,-0.00079528,0.018923,0.0046525,-0.019596,-0.065846,-0.011576,0.0017962,-0.006181,0.0043876,0.0056346
0,0.0082936,-0.0019864,-0.00040747,0.011272,0.011126,-0.021524,0.0072626,-0.0032337,0.00044966,0.0044066
1,-0.0201,0.015048,-0.016187,-0.000511,-0.007339,0.0010896,0.0017538,-0.0019401,-0.013325,-0.011422
1,-0.020863,-0.015009,0.011231,-0.013115,-0.020577,0.033775,0.034112,-0.0093884,0.020327,0.0038802
0,0.0063214,0.011171,0.018884,0.027083,-0.007995,0.018801,-0.017294,-0.010483,0.025646,0.020991
0,-0.014416,-0.0015784,0.0061945,-0.0017472,0.01268,-0.013837,-0.0072164,-0.0084712,-0.0010898,0.021642
0,-0.011744,0.0030379,-0.0044204,-0.006149,0.0036505,-0.0085535,-0.0017344,0.0011885,0.0011159,0.022956
0,0.020507,0.0011867,0.014926,0.0085061,-0.00021521,0.0095616,0.020763,0.0079779,-0.02472,-0.0030799
0,-0.026014,-0.0013393,-0.012226,-0.0089649,-0.0095428,0.0026611,-0.010029,-0.0093832,0.0064421,0.019864
1,-0.030871,-0.038664,-0.017596,0.020588,-0.0078962,0.041614,0.009446,0.025866,0.046711,0.025782
0,-0.0048859,0.0028178,0.0023665,-0.014654,0.011747,0.0035578,0.01586,0.0076469,0.0057431,0.016823
0,0.0074374,-6.01e-05,0.00729,0.0017188,0.0057517,0.0094201,-0.0028331,-0.0061881,0.006479,0.0048126
0,-0.00025504,0.00487,0.0060904,-0.0016669,-0.00035981,-0.0012831,0.013399,-0.0038591,0.0010246,0.0068934
1,-0.00028783,-0.020323,-0.0013048,0.011776,-0.013315,0.0026168,-0.010424,-0.011343,-0.0042041,-0.028473
0,-0.0022894,-0.0082435,-0.0027512,0.0071439,0.019675,0.011475,-0.00075591,-0.012703,0.0097352,-0.014702
0,0.00095645,0.0053814,-0.00027591,0.017716,-0.016516,0.0049293,0.0038189,-0.0021912,0.0016764,0.032723
0,-0.009364,0.01083,0.013523,0.02603,0.020467,0.023001,0.0014968,0.031699,-0.014718,-0.019118
1,-0.033202,-0.026497,0.022686,0.035941,-0.010093,0.012249,3.87e-05,0.00061978,-0.011775,-0.0077298
0,0.010967,-0.010495,-0.014247,-0.0087556,0.016986,0.0005252,0.012778,-0.0041786,-0.00084346,0.018264
0,0.0085208,-0.0034333,-0.025293,-0.0013224,-0.010082,0.006264,-0.0042821,-0.01062,-0.013159,0.00022692
1,-0.014416,-0.040286,0.0095316,0.012092,-1.01e-05,0.018451,0.019956,-0.034738,-0.007196,0.0074959
1,-0.012903,-0.0050197,-0.0049147,0.0031482,-0.0073444,0.0026042,0.0044639,-0.0065414,-0.027297,0.010318
1,-0.046676,-0.034588,0.0089367,0.045645,-0.028091,0.015581,-0.013016,0.013968,-0.012069,0.035447
0,0.0059054,-0.0067131,-0.0097672,0.013838,0.011572,0.010969,-0.0088378,-0.013659,-0.00025652,-0.0068465
1,-0.016307,-0.014859,-0.0020632,-0.0076296,-0.0070934,0.0041207,-0.017917,0.019121,-0.02922,-0.0062036
1,-0.0041028,0.0013169,0.012347,-0.02562,0.0041945,0.0014393,-0.0015291,0.00031309,-0.0068402,0.0020022
0,0.0034428,-0.0052863,0.003069,0.0036949,0.017221,-0.0056105,-0.0023359,-0.017452,0.022061,0.018667
1,-0.029028,0.008261,-0.0079035,0.021253,0.00019894,0.016524,-0.012042,0.020351,0.00048149,0.019873
1,-0.016616,0.0022662,-0.014792,0.018925,-0.012134,-0.0078946,-0.0033475,0.009542,-0.002351,-0.010225
0,0.022308,-0.0027055,0.010265,0.0060677,-0.0096,0.00042073,-0.0014278,0.0015533,-0.0056971,0.0066843
